220	UUI11001	01.00.12.01-2009	UIGE600001	06.00.12.01-2016
221	UUI11001	01.00.12.01-2009	UUI11001	01.00.12.01-2006
222	UUI11001	01.00.12.01-2009	UUI11001	01.00.12.01-2010
223	UUI11001	01.00.12.01-2009	UUI11001	06.00.12.01-2006
224	UUI11001	01.00.12.01-2009	UUI11001	06.00.12.01-2009
225	UUI11001	01.00.12.01-2009	UUI11001	06.00.12.01-2010
226	UUI11010	01.00.12.01-2009	UUI11010	06.00.12.01-2009
227	UUI12020	01.00.12.01-2009	UUI12020	01.00.12.01-2006
228	UUI12021	01.00.12.01-2009	UUI12021	01.00.12.01-2006
229	UUI12022	01.00.12.01-2009	UUI12022	01.00.12.01-2006
230	UUI12023	01.00.12.01-2009	UUI12023	01.00.12.01-2006
231	UUI12024	01.00.12.01-2009	UUI12024	01.00.12.01-2006
232	UUI12030	01.00.12.01-2009	UUI11030	01.00.10.01-2009
233	UUI12030	01.00.12.01-2009	UUI11030	01.02.06.01-2005
234	UUI12030	01.00.12.01-2009	UUI11030	01.02.06.01-2006
235	UUI12030	01.00.12.01-2009	UUI11030	01.02.09.01-2006
236	UUI12030	01.00.12.01-2009	UUI11030	01.04.10.01-2009
237	UUI12030	01.00.12.01-2009	UUI11030	01.06.09.01-2006
238	UUI12030	01.00.12.01-2009	UUI12030	01.00.02.01-2009
239	UUI12030	01.00.12.01-2009	UUI12030	01.00.02.01-2011
240	UUI12030	01.00.12.01-2009	UUI12030	01.00.05.01-2009
241	UUI12030	01.00.12.01-2009	UUI12030	01.00.05.01-2011
242	UUI12030	01.00.12.01-2009	UUI12030	01.00.08.01-2009
243	UUI12030	01.00.12.01-2009	UUI12030	01.00.10.01-2011
244	UUI12030	01.00.12.01-2009	UUI12030	01.00.12.01-2006
245	UUI12030	01.00.12.01-2009	UUI12030	01.00.12.01-2010
246	UUI12030	01.00.12.01-2009	UUI12030	01.00.13.01-2009
247	UUI12030	01.00.12.01-2009	UUI12030	01.01.03.01-2009
248	UUI12030	01.00.12.01-2009	UUI12030	01.01.03.01-2011
249	UUI12030	01.00.12.01-2009	UUI12030	01.01.04.01-2008
250	UUI12030	01.00.12.01-2009	UUI12030	01.01.04.01-2009
251	UUI12030	01.00.12.01-2009	UUI12030	01.01.07.01-2009
252	UUI12030	01.00.12.01-2009	UUI12030	01.01.07.01-2010
253	UUI12030	01.00.12.01-2009	UUI12030	01.02.04.01-2009
254	UUI12030	01.00.12.01-2009	UUI12030	01.02.07.01-2009
255	UUI12030	01.00.12.01-2009	UUI12030	01.02.07.01-2011
256	UUI12030	01.00.12.01-2009	UUI12030	01.03.04.01-2008
257	UUI12030	01.00.12.01-2009	UUI12030	01.04.03.01-2009
258	UUI12030	01.00.12.01-2009	UUI12030	01.04.04.01-2009
259	UUI12030	01.00.12.01-2009	UUI12030	01.04.10.01-2011
260	UUI12030	01.00.12.01-2009	UUI12030	01.05.04.01-2009
261	UUI12030	01.00.12.01-2009	UUI12030	01.05.09.01-2006
262	UUI12030	01.00.12.01-2009	UUI12030	01.06.03.01-2009
263	UUI12030	01.00.12.01-2009	UUI12030	01.06.03.01-2011
264	UUI12030	01.00.12.01-2009	UUI12030	01.06.04.01-2008
265	UUI12030	01.00.12.01-2009	UUI12030	01.06.04.01-2009
266	UUI12030	01.00.12.01-2009	UUI12030	01.06.07.01-2009
267	UUI12030	01.00.12.01-2009	UUI12030	01.06.07.01-2010
268	UUI12030	01.00.12.01-2009	UUI12030	01.06.09.01-2006
269	UUI12030	01.00.12.01-2009	UUI12030	01.06.09.01-2009
270	UUI12030	01.00.12.01-2009	UUI12030	01.07.04.01-2009
271	UUI12030	01.00.12.01-2009	UUI12030	02.01.04.01-2008
272	UUI12030	01.00.12.01-2009	UUI12030	02.01.04.01-2009
273	UUI12030	01.00.12.01-2009	UUI12030	02.02.04.01-2009
274	UUI12030	01.00.12.01-2009	UUI12030	02.03.03.01-2009
275	UUI12030	01.00.12.01-2009	UUI12030	02.03.04.01-2000
276	UUI12030	01.00.12.01-2009	UUI12030	02.03.04.01-2009
277	UUI12030	01.00.12.01-2009	UUI12030	02.03.06.01-2006
278	UUI12030	01.00.12.01-2009	UUI12030	02.03.07.01-2009
279	UUI12030	01.00.12.01-2009	UUI12030	02.05.03.01-2009
280	UUI12030	01.00.12.01-2009	UUI12030	02.05.03.01-2010
281	UUI12030	01.00.12.01-2009	UUI12030	03.04.04.01-2003
282	UUI12030	01.00.12.01-2009	UUI12030	03.04.04.01-2008
283	UUI12030	01.00.12.01-2009	UUI12030	03.04.04.01-2009
284	UUI12030	01.00.12.01-2009	UUI12030	03.06.04.01-2003
285	UUI12030	01.00.12.01-2009	UUI12030	03.06.04.01-2008
286	UUI12030	01.00.12.01-2009	UUI12030	03.06.04.01-2009
287	UUI12030	01.00.12.01-2009	UUI12030	04.00.01.01-2009
288	UUI12030	01.00.12.01-2009	UUI12030	04.01.04.01-2003
289	UUI12030	01.00.12.01-2009	UUI12030	04.01.04.01-2008
290	UUI12030	01.00.12.01-2009	UUI12030	04.01.04.01-2009
291	UUI12030	01.00.12.01-2009	UUI12030	04.02.04.01-2003
292	UUI12030	01.00.12.01-2009	UUI12030	04.02.04.01-2008
293	UUI12030	01.00.12.01-2009	UUI12030	04.02.04.01-2009
294	UUI12030	01.00.12.01-2009	UUI12030	04.03.04.01-2003
295	UUI12030	01.00.12.01-2009	UUI12030	04.03.04.01-2008
296	UUI12030	01.00.12.01-2009	UUI12030	04.03.04.01-2009
297	UUI12030	01.00.12.01-2009	UUI12030	04.05.04.01-2006
298	UUI12030	01.00.12.01-2009	UUI12030	04.05.04.01-2008
299	UUI12030	01.00.12.01-2009	UUI12030	04.05.04.01-2009
300	UUI12030	01.00.12.01-2009	UUI12030	04.07.04.01-2009
301	UUI12030	01.00.12.01-2009	UUI12030	05.03.07.01-2010
302	UUI12030	01.00.12.01-2009	UUI12030	05.03.09.01-2006
303	UUI12030	01.00.12.01-2009	UUI12030	05.03.09.01-2009
304	UUI12030	01.00.12.01-2009	UUI12030	05.05.04.01-2009
305	UUI12030	01.00.12.01-2009	UUI12030	06.00.05.01-2009
306	UUI12030	01.00.12.01-2009	UUI12030	06.00.05.01-2011
307	UUI12030	01.00.12.01-2009	UUI12030	06.00.12.01-2009
308	UUI12030	01.00.12.01-2009	UUI12030	06.00.12.01-2010
309	UUI12030	01.00.12.01-2009	UUI12030	06.03.03.01-2009
310	UUI12030	01.00.12.01-2009	UUI12030	06.03.09.01-2006
311	UUI12030	01.00.12.01-2009	UUI12030	06.03.09.01-2009
312	UUI12030	01.00.12.01-2009	UUI12030	06.03.09.01-2010
313	UUI12030	01.00.12.01-2009	UUI12030	06.04.04.01-2009
314	UUI12030	01.00.12.01-2009	UUI12030	06.05.03.01-2009
315	UUI12030	01.00.12.01-2009	UUI12030	06.05.03.01-2010
316	UUI12030	01.00.12.01-2009	UUI12030	06.06.04.01-2009
317	UUI12030	01.00.12.01-2009	UUI12030	07.00.08.01-2009
318	UUI12030	01.00.12.01-2009	UUI12030	07.01.04.01-2009
319	UUI12030	01.00.12.01-2009	UUI12030	07.02.04.01-2009
320	UUI12030	01.00.12.01-2009	UUI12030	07.03.09.01-2010
321	UUI12030	01.00.12.01-2009	UUI12030	07.06.04.01-2009
322	UUI12030	01.00.12.01-2009	UUI12030	08.00.07.01-2009
323	UUI12030	01.00.12.01-2009	UUI12030	08.00.07.01-2010
324	UUI12030	01.00.12.01-2009	UUI12030	08.00.12.01-2011
325	UUI12030	01.00.12.01-2009	UUI12030	08.05.04.01-2009
326	UUI12030	01.00.12.01-2009	UUI12030	09.00.07.01-2009
327	UUI12030	01.00.12.01-2009	UUI12030	09.00.07.01-2010
328	UUI12030	01.00.12.01-2009	UUI12030	10.00.07.01-2009
329	UUI12030	01.00.12.01-2009	UUI12030	10.00.07.01-2010
330	UUI12030	01.00.12.01-2009	UUI12030	10.03.04.01-2009
331	UUI12030	01.00.12.01-2009	UUI12030	10.03.06.01-2009
332	UUI12030	01.00.12.01-2009	UUI12030	11.00.07.01-2009
333	UUI12030	01.00.12.01-2009	UUI12030	11.00.07.01-2010
334	UUI12030	01.00.12.01-2009	UUI12030	12.00.07.01-2009
335	UUI12030	01.00.12.01-2009	UUI12030	12.00.07.01-2010
336	UUI12030	01.00.12.01-2009	UUI12030	13.00.07.01-2009
337	UUI12030	01.00.12.01-2009	UUI12030	13.00.07.01-2010
338	UUI12030	01.00.12.01-2009	UUI12030	13.03.09.01-2010
339	UUI12030	01.00.12.01-2009	UUI12030	14.00.07.01-2009
340	UUI12030	01.00.12.01-2009	UUI12030	14.03.09.01-2006
341	UUI12030	01.00.12.01-2009	UUI12030	17.00.07.01-2009
