npm,kd_mk,nilai,kode_pras1,kode_pras2,kode_pras3,kode_pras4,nilai_angka,y
706276210,BJG20630,A,,,,,4.0,lulus
706276330,IKS42651,B+,IKI20700,,,,3.3,lulus
706276330,IKS32656,A,IKS22602,IKI10200,,,4.0,lulus
706276482,IKI40903,B+,,,,,3.3,lulus
706276330,IKS42950,A,,,,,4.0,lulus
706276356,IKI20102,C,,,,,2.0,hati hati
706276362,IKI40903,A-,,,,,3.7,lulus
706276381,IKS31605,B-,IKS22602,,,,2.7,hati hati
706276280,IKS42950,A,,,,,4.0,lulus
706276394,IKI20102,C+,,,,,2.3,hati hati
706276394,IKI20505,E,IKS21501,IKO21502,,,0.0,tidak lulus
706276450,IKI40999,BS,,,,,,
706276450,IKS31951,A-,,,,,3.7,lulus
706276476,BJG20630,A,,,,,4.0,lulus
706276210,IKI40999,A-,,,,,3.7,lulus
706276223,IKI40999,B-,,,,,2.7,hati hati
706276293,IKI20102,A-,,,,,3.7,lulus
706276394,IKI40903,A,,,,,4.0,lulus
706276274,BJG20630,B-,,,,,2.7,hati hati
706276324,IKS42950,C,,,,,2.0,hati hati
706276305,IKI40999,A,,,,,4.0,lulus
706276431,IKS42950,A-,,,,,3.7,lulus
706276311,IKI40999,B-,,,,,2.7,hati hati
706276381,MGMT11002,C,,,,,2.0,hati hati
706276356,IKI40903,B-,,,,,2.7,hati hati
706276381,PSI22619,B-,,,,,2.7,hati hati
706276406,IKI40999,B-,,,,,2.7,hati hati
706276362,IKI40999,A,,,,,4.0,lulus
706276343,IKS42950,A,,,,,4.0,lulus
706276444,IKI40999,A,,,,,4.0,lulus
706276394,IKS22403,C,IKI10103,,,,2.0,hati hati
706276293,BIN30633,C,,,,,2.0,hati hati
706276476,IKI40999,C,,,,,2.0,hati hati
706276500,IKI40903,B+,,,,,3.3,lulus
706276482,IKS42651,B-,IKI20700,,,,2.7,hati hati
706276495,IKS32758,C,IKS31504,IKS12800,,,2.0,hati hati
706276532,IKS42651,B+,IKI20700,,,,3.3,lulus
706276500,IKI40999,A,,,,,4.0,lulus
706276551,IKS32901,B+,,,,,3.3,lulus
806316833,IKS32753,B+,IKI20505,,,,3.3,lulus
706276513,IKS32656,B,IKS22602,IKI10200,,,3.0,hati hati
806316846,IKS32901,B+,,,,,3.3,lulus
706276526,IKI40903,A-,,,,,3.7,lulus
706276532,IKS22602,C+,IKS12600,,,,2.3,hati hati
806316871,IKS31605,B+,IKS22602,,,,3.3,lulus
806316852,IKS32758,C,IKS31504,IKS12800,,,2.0,hati hati
806316902,IKS32901,B+,,,,,3.3,lulus
706276545,IKI40999,A,,,,,4.0,lulus
806316871,IKS42755,B+,IKS31504,IKI20700,,,3.3,lulus
806316833,IKS32901,A-,,,,,3.7,lulus
806316846,IKS32606,A,IKS22602,,,,4.0,lulus
806316865,IKS32753,A-,IKI20505,,,,3.7,lulus
806316871,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806316890,IKS42651,A-,IKI20700,,,,3.7,lulus
706276532,IKI40902,C,,,,,2.0,hati hati
706276513,IKI40903,A,,,,,4.0,lulus
706276495,BJN20635,B-,,,,,2.7,hati hati
706276551,IKI40903,A-,,,,,3.7,lulus
806316902,IKS31605,A,IKS22602,,,,4.0,lulus
806316852,IKS31605,A-,IKS22602,,,,3.7,lulus
806316865,IKS31605,A-,IKS22602,,,,3.7,lulus
706276513,IKI40902,B-,,,,,2.7,hati hati
806316890,IKS32901,A-,,,,,3.7,lulus
706276532,IKS32758,B-,IKS31504,IKS12800,,,2.7,hati hati
806316833,IKS42755,B-,IKS31504,IKI20700,,,2.7,hati hati
806316846,IKS32206,C,IKI30202,IKI20700,,,2.0,hati hati
806316865,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
806316890,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
806316902,IKS32758,B-,IKS31504,IKS12800,,,2.7,hati hati
706276513,IKS42651,B-,IKI20700,,,,2.7,hati hati
806316833,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
706276532,IKS42950,A,,,,,4.0,lulus
706276551,IKS42950,A,,,,,4.0,lulus
806316865,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
706276495,IKS31951,A,,,,,4.0,lulus
806316852,IKS32606,A,IKS22602,,,,4.0,lulus
806316890,IKS31605,C,IKS22602,,,,2.0,hati hati
806316902,IKS32206,C,IKI30202,IKI20700,,,2.0,hati hati
706276532,PSI22619,C,,,,,2.0,hati hati
806316915,IKS31605,A-,IKS22602,,,,3.7,lulus
806316921,IKS42755,B+,IKS31504,IKI20700,,,3.3,lulus
806316915,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
806316915,IKS32901,A-,,,,,3.7,lulus
806323132,IKS32606,B+,IKS22602,,,,3.3,lulus
806316921,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806323201,IKS32758,C,IKS31504,IKS12800,,,2.0,hati hati
806319646,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806323214,IKS22403,B+,IKI10103,,,,3.3,lulus
806323132,IKS32753,B+,IKI20505,,,,3.3,lulus
806339465,IKS32206,B+,IKI30202,IKI20700,,,3.3,lulus
806323151,IKS31605,A,IKS22602,,,,4.0,lulus
806323151,IKS32606,A-,IKS22602,,,,3.7,lulus
806339484,IKS42651,B+,IKI20700,,,,3.3,lulus
806323201,IKI10100,E,,,,,0.0,tidak lulus
806323201,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806316921,IKS31605,B+,IKS22602,,,,3.3,lulus
806339420,IKS32758,B+,IKS31504,IKS12800,,,3.3,lulus
806339484,IKS32656,B+,IKS22602,IKI10200,,,3.3,lulus
806339414,IKS32206,A,IKI30202,IKI20700,,,4.0,lulus
806339414,IKS32606,A,IKS22602,,,,4.0,lulus
806339446,IKS31605,B,IKS22602,,,,3.0,hati hati
806339446,IKS32901,A,,,,,4.0,lulus
806339471,IKS32206,B+,IKI30202,IKI20700,,,3.3,lulus
806319646,IKS42755,A,IKS31504,IKI20700,,,4.0,lulus
806339471,IKS32901,B+,,,,,3.3,lulus
806339484,IKS32753,B+,IKI20505,,,,3.3,lulus
806339420,IKS31605,A,IKS22602,,,,4.0,lulus
806323201,IKS32901,A-,,,,,3.7,lulus
806339465,IKS42755,C,IKS31504,IKI20700,,,2.0,hati hati
806319646,IKS32606,B-,IKS22602,,,,2.7,hati hati
806339484,IKS31605,A,IKS22602,,,,4.0,lulus
806323151,IKS32758,B-,IKS31504,IKS12800,,,2.7,hati hati
806323214,IKI20700,B-,IKI10400,,,,2.7,hati hati
806339420,IKS32606,B-,IKS22602,,,,2.7,hati hati
806339446,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
806339484,IKS32901,B-,,,,,2.7,hati hati
806323214,IKS32606,A,IKS22602,,,,4.0,lulus
806339465,IKS32901,A,,,,,4.0,lulus
806316915,IKS32206,A,IKI30202,IKI20700,,,4.0,lulus
806339502,IKS32206,C,IKI30202,IKI20700,,,2.0,hati hati
806316921,IKS32901,C,,,,,2.0,hati hati
806323132,IKS22403,C,IKI10103,,,,2.0,hati hati
806339446,IKS32758,C,IKS31504,IKS12800,,,2.0,hati hati
806323214,IKS32901,C,,,,,2.0,hati hati
806339502,IKS32901,B+,,,,,3.3,lulus
806339521,IKS31605,B+,IKS22602,,,,3.3,lulus
806339534,IKS32758,B+,IKS31504,IKS12800,,,3.3,lulus
806339540,IKS32206,B+,IKI30202,IKI20700,,,3.3,lulus
806339553,IKS32901,B+,,,,,3.3,lulus
806339521,IKS42755,A,IKS31504,IKI20700,,,4.0,lulus
806339534,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806339585,IKS32753,B+,IKI20505,,,,3.3,lulus
806339603,IKS32758,B+,IKS31504,IKS12800,,,3.3,lulus
806339622,IKS22403,B+,IKI10103,,,,3.3,lulus
806339553,IKS42755,A,IKS31504,IKI20700,,,4.0,lulus
806339591,IKS32901,B+,,,,,3.3,lulus
806339566,IKS32901,A-,,,,,3.7,lulus
806339572,IKS42755,A-,IKS31504,IKI20700,,,3.7,lulus
806339515,IKS32206,A,IKI30202,IKI20700,,,4.0,lulus
806339591,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806339591,IKS32606,A,IKS22602,,,,4.0,lulus
806339616,IKS31605,B+,IKS22602,,,,3.3,lulus
806339622,IKS32753,A-,IKI20505,,,,3.7,lulus
806339553,IKS32206,A,IKI30202,IKI20700,,,4.0,lulus
806339641,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806339502,IKS42755,A-,IKS31504,IKI20700,,,3.7,lulus
806339566,IKS32606,A,IKS22602,,,,4.0,lulus
806339534,IKS32901,A-,,,,,3.7,lulus
806339540,IKS32753,A-,IKI20505,,,,3.7,lulus
806339502,IKS32606,B-,IKS22602,,,,2.7,hati hati
806339572,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806339585,IKS32901,A,,,,,4.0,lulus
806339616,IKS42755,A-,IKS31504,IKI20700,,,3.7,lulus
806339603,IKS31605,A,IKS22602,,,,4.0,lulus
806339540,IKS32901,B-,,,,,2.7,hati hati
806339566,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
806339566,IKS42755,B-,IKS31504,IKI20700,,,2.7,hati hati
806339585,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
806339603,IKS32606,B-,IKS22602,,,,2.7,hati hati
806339616,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
806339641,IKS32606,B-,IKS22602,,,,2.7,hati hati
806339515,IKS32901,B-,,,,,2.7,hati hati
806339521,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
806339515,IKS32606,C,IKS22602,,,,2.0,hati hati
806339572,IKS32901,C,,,,,2.0,hati hati
806339553,IKS32606,C,IKS22602,,,,2.0,hati hati
806339622,PSI22619,C,,,,,2.0,hati hati
806339616,IKS32901,C,,,,,2.0,hati hati
806339654,IKS32206,B+,IKI30202,IKI20700,,,3.3,lulus
806339641,IKS32901,B+,,,,,3.3,lulus
806459974,IKS32606,C,IKS22602,,,,2.0,hati hati
806339692,IKS31605,B+,IKS22602,,,,3.3,lulus
806339692,IKS42950,B+,,,,,3.3,lulus
806339673,IKS32758,C,IKS31504,IKS12800,,,2.0,hati hati
806339660,IKS42755,A,IKS31504,IKI20700,,,4.0,lulus
806339673,IKS31605,B,IKS22602,,,,3.0,hati hati
806459993,IKS32206,B+,IKI30202,IKI20700,,,3.3,lulus
806460004,IKS32758,B+,IKS31504,IKS12800,,,3.3,lulus
806339686,IKS32606,A,IKS22602,,,,4.0,lulus
806460010,IKS32606,B+,IKS22602,,,,3.3,lulus
806339692,BJG20630,T,,,,,,
806339686,IKS31605,B+,IKS22602,,,,3.3,lulus
806339692,IKS32656,B-,IKS22602,IKI10200,,,2.7,hati hati
806459942,IKS32206,B+,IKI30202,IKI20700,,,3.3,lulus
806339704,IKS32206,B+,IKI30202,IKI20700,,,3.3,lulus
806339641,IKS42651,A,IKI20700,,,,4.0,lulus
806459942,IKS32606,B+,IKS22602,,,,3.3,lulus
806459961,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
806459974,IKS32753,A-,IKI20505,,,,3.7,lulus
806339673,IKS32606,A,IKS22602,,,,4.0,lulus
806460004,IKS31605,A-,IKS22602,,,,3.7,lulus
806460004,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806339654,IKS32606,A-,IKS22602,,,,3.7,lulus
806339654,IKS32901,B-,,,,,2.7,hati hati
806339686,IKS42651,A-,IKI20700,,,,3.7,lulus
806459961,IKS32206,A,IKI30202,IKI20700,,,4.0,lulus
806339660,IKS32758,B-,IKS31504,IKS12800,,,2.7,hati hati
806459974,IKS31605,A-,IKS22602,,,,3.7,lulus
806339704,IKS42755,C,IKS31504,IKI20700,,,2.0,hati hati
806460010,IKS32901,A-,,,,,3.7,lulus
806339673,IKS42651,B-,IKI20700,,,,2.7,hati hati
806459942,IKS42950,B-,,,,,2.7,hati hati
806459961,IKS32901,B-,,,,,2.7,hati hati
806460010,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
806460010,IKS42755,B-,IKS31504,IKI20700,,,2.7,hati hati
806339704,IKS32901,A,,,,,4.0,lulus
806459993,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
806460004,IKS32901,A,,,,,4.0,lulus
806339686,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
806339660,IKS32206,C,IKI30202,IKI20700,,,2.0,hati hati
806339692,IKS42755,C,IKS31504,IKI20700,,,2.0,hati hati
806459993,IKS32901,C,,,,,2.0,hati hati
806460023,IKS32606,A,IKS22602,,,,4.0,lulus
806460023,IKS32901,B+,,,,,3.3,lulus
806460023,IKS42755,A,IKS31504,IKI20700,,,4.0,lulus
806460042,IKS32901,B+,,,,,3.3,lulus
806460036,IKS32901,A-,,,,,3.7,lulus
806460055,IKS32901,B+,,,,,3.3,lulus
806460074,IKS32901,B+,,,,,3.3,lulus
806460055,IKS32206,B+,IKI30202,IKI20700,,,3.3,lulus
806460093,IKI20700,B+,IKI10400,,,,3.3,lulus
806460093,IKS31951,B+,,,,,3.3,lulus
806460111,IKS32206,B+,IKI30202,IKI20700,,,3.3,lulus
806460061,IKS32656,B,IKS22602,IKI10200,,,3.0,hati hati
806460061,IKS32901,A-,,,,,3.7,lulus
806460023,IKS32206,C,IKI30202,IKI20700,,,2.0,hati hati
806460061,IKS31605,C,IKS22602,,,,2.0,hati hati
806460080,IKS32656,A-,IKS22602,IKI10200,,,3.7,lulus
806460143,IKS32606,B+,IKS22602,,,,3.3,lulus
806460093,IKI30202,A-,IKI10200,,,,3.7,lulus
806460105,IKS22403,B-,IKI10103,,,,2.7,hati hati
806460130,IKI10400,E,IKI10200,,,,0.0,tidak lulus
806460130,IKI20101,E,,,,,0.0,tidak lulus
806460130,IKS31951,B+,,,,,3.3,lulus
806460074,IKS32206,C,IKI30202,IKI20700,,,2.0,hati hati
806460042,IKS32206,A-,IKI30202,IKI20700,,,3.7,lulus
806460042,IKS32606,A,IKS22602,,,,4.0,lulus
806460036,IKS42950,B-,,,,,2.7,hati hati
806460080,IKS32901,A-,,,,,3.7,lulus
806460124,IKS32656,A,IKS22602,IKI10200,,,4.0,lulus
806460111,IKS32606,A-,IKS22602,,,,3.7,lulus
806460124,IKS32901,A-,,,,,3.7,lulus
806460055,IKS32753,B-,IKI20505,,,,2.7,hati hati
806460156,IKS32606,A-,IKS22602,,,,3.7,lulus
806460074,IKS32758,B-,IKS31504,IKS12800,,,2.7,hati hati
806460130,IKS31605,C,IKS22602,,,,2.0,hati hati
806460124,IKS31605,B-,IKS22602,,,,2.7,hati hati
806460124,IKS42755,B-,IKS31504,IKI20700,,,2.7,hati hati
806460143,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
806460061,IKS32206,B-,IKI30202,IKI20700,,,2.7,hati hati
806460074,IKS31605,A,IKS22602,,,,4.0,lulus
806460105,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
806460143,IKS32901,A,,,,,4.0,lulus
806460036,IKS31605,A,IKS22602,,,,4.0,lulus
806460080,IKS32206,A,IKI30202,IKI20700,,,4.0,lulus
806460036,IKS32606,C,IKS22602,,,,2.0,hati hati
806460105,IKS42950,C,,,,,2.0,hati hati
806460143,IKS42950,C,,,,,2.0,hati hati
806460093,IKS31605,C,IKS22602,,,,2.0,hati hati
806460156,IKS32753,A-,IKI20505,,,,3.7,lulus
806460162,IKS32758,B+,IKS31504,IKS12800,,,3.3,lulus
906493180,IKS31951,B+,,,,,3.3,lulus
806460162,IKS42755,A,IKS31504,IKI20700,,,4.0,lulus
806460162,IKS31605,A,IKS22602,,,,4.0,lulus
806460181,IKS32753,C,IKI20505,,,,2.0,hati hati
806460175,IKS32753,A-,IKI20505,,,,3.7,lulus
906493211,IKS22602,B+,IKS12600,,,,3.3,lulus
806460175,IKS42651,A,IKI20700,,,,4.0,lulus
906493230,IKS22602,B+,IKS12600,,,,3.3,lulus
906493256,IKS42950,B+,,,,,3.3,lulus
806460181,IKS32901,B+,,,,,3.3,lulus
806460175,IKS32656,C,IKS22602,IKI10200,,,2.0,hati hati
906493180,IKI20700,A-,IKI10400,,,,3.7,lulus
806460175,IKS32901,B+,,,,,3.3,lulus
906493180,IKS41653,A,,,,,4.0,lulus
906493243,IKS22602,B+,IKS12600,,,,3.3,lulus
906493205,IKS22602,A,IKS12600,,,,4.0,lulus
906493205,IKI20700,B-,IKI10400,,,,2.7,hati hati
906493205,IKS21501,B,IKI10200,,,,3.0,hati hati
906493230,IKI10400,C,IKI10200,,,,2.0,hati hati
906493230,IKS21501,B-,IKI10200,,,,2.7,hati hati
906493230,IKS31951,A-,,,,,3.7,lulus
906493243,IKS41653,A-,,,,,3.7,lulus
906493275,IKI20505,C,IKS21501,IKO21502,,,2.0,hati hati
906493275,IKS42950,A,,,,,4.0,lulus
906493275,IKS22602,A,IKS12600,,,,4.0,lulus
906493281,IKS22403,B-,IKI10103,,,,2.7,hati hati
806460162,IKS32606,B-,IKS22602,,,,2.7,hati hati
906493193,IKS31951,C,,,,,2.0,hati hati
906493180,IKS22403,A,IKI10103,,,,4.0,lulus
906493211,IKS41653,A-,,,,,3.7,lulus
906493256,IKS22602,C,IKS12600,,,,2.0,hati hati
806460181,IKS32206,A,IKI30202,IKI20700,,,4.0,lulus
806460181,IKS42755,B-,IKS31504,IKI20700,,,2.7,hati hati
906493193,IKS41653,B-,,,,,2.7,hati hati
906493211,IKI20700,B-,IKI10400,,,,2.7,hati hati
906493205,IKS31951,C,,,,,2.0,hati hati
906493243,IKS42950,B-,,,,,2.7,hati hati
906493275,IKS22403,B-,IKI10103,,,,2.7,hati hati
906493256,IKI20700,A,IKI10400,,,,4.0,lulus
906493211,IKS42950,A,,,,,4.0,lulus
906493243,IKI20505,C,IKS21501,IKO21502,,,2.0,hati hati
906493294,IKI20505,B,IKS21501,IKO21502,,,3.0,hati hati
906493294,IKS22602,B+,IKS12600,,,,3.3,lulus
906493306,IKS41653,B+,,,,,3.3,lulus
906493312,IKS22602,B+,IKS12600,,,,3.3,lulus
906493306,IKI20700,B+,IKI10400,,,,3.3,lulus
906518031,IKS41653,B+,,,,,3.3,lulus
906518050,IKS41653,B+,,,,,3.3,lulus
906493312,IKS41653,A,,,,,4.0,lulus
906518044,IKS22403,C,IKI10103,,,,2.0,hati hati
906518095,IKS22602,B+,IKS12600,,,,3.3,lulus
906518132,IKS31951,B+,,,,,3.3,lulus
906518170,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906518050,IKS22403,B,IKI10103,,,,3.0,hati hati
906518132,IKI20505,C,IKS21501,IKO21502,,,2.0,hati hati
906518063,IKI20505,B,IKS21501,IKO21502,,,3.0,hati hati
906518063,IKS22602,B+,IKS12600,,,,3.3,lulus
906518132,BJN20635,B+,,,,,3.3,lulus
906518076,IKS22602,A-,IKS12600,,,,3.7,lulus
906518113,IKI20700,B-,IKI10400,,,,2.7,hati hati
906518113,IKS22602,B,IKS12600,,,,3.0,hati hati
906518113,IKS31951,B,,,,,3.0,hati hati
906493294,IKS22403,B-,IKI10103,,,,2.7,hati hati
906493306,IKS22602,A-,IKS12600,,,,3.7,lulus
906493294,IKS41653,A,,,,,4.0,lulus
906518044,BJG20630,A-,,,,,3.7,lulus
906518044,IKS31951,A-,,,,,3.7,lulus
906518031,IKS22403,D,IKI10103,,,,1.0,tidak lulus
906518076,IKS22403,A-,IKI10103,,,,3.7,lulus
906493312,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
906518031,IKI20101,B-,,,,,2.7,hati hati
906518164,FSK10111,D,,,,,1.0,tidak lulus
906518031,IKI20700,C,IKI10400,,,,2.0,hati hati
906518050,IKI20700,B-,IKI10400,,,,2.7,hati hati
906518076,IKI20505,B-,IKS21501,IKO21502,,,2.7,hati hati
906518095,IKS22403,B-,IKI10103,,,,2.7,hati hati
906518164,IKI20505,B-,IKS21501,IKO21502,,,2.7,hati hati
906493312,IKO32450,B-,IKI10103,IKI10400,,,2.7,hati hati
906493281,IKS41653,C,,,,,2.0,hati hati
906518076,IKS41653,A,,,,,4.0,lulus
906518050,IKS22602,A,IKS12600,,,,4.0,lulus
906518164,IKS22602,A,IKS12600,,,,4.0,lulus
906518044,IKI20700,A,IKI10400,,,,4.0,lulus
906518113,IKS21501,A,IKI10200,,,,4.0,lulus
906518063,IKS42950,C,,,,,2.0,hati hati
906518095,IKI10400,C,IKI10200,,,,2.0,hati hati
906493306,BJG20630,C,,,,,2.0,hati hati
906518164,IKS31951,C,,,,,2.0,hati hati
906518132,IKS22602,C,IKS12600,,,,2.0,hati hati
906518170,IKI20700,B,IKI10400,,,,3.0,hati hati
906518201,IKI20700,C,IKI10400,,,,2.0,hati hati
906518183,IKI20700,B,IKI10400,,,,3.0,hati hati
906518214,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906518183,IKS31951,B+,,,,,3.3,lulus
906518183,IKS41653,A,,,,,4.0,lulus
906518302,IKI30202,B+,IKI10200,,,,3.3,lulus
906518366,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906518334,IKI20700,C,IKI10400,,,,2.0,hati hati
906518214,IKS41653,A,,,,,4.0,lulus
906518246,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906518391,IKI20700,B+,IKI10400,,,,3.3,lulus
906518441,IKS22602,B+,IKS12600,,,,3.3,lulus
906518265,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906518265,IKI30202,A,IKI10200,,,,4.0,lulus
906518340,IKS22602,B+,IKS12600,,,,3.3,lulus
906518302,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
906518334,IKS22602,A-,IKS12600,,,,3.7,lulus
906518170,IKS42950,A,,,,,4.0,lulus
906518340,IKI20505,B,IKS21501,IKO21502,,,3.0,hati hati
906518340,IKS31951,A-,,,,,3.7,lulus
906518372,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906518372,IKS22602,A,IKS12600,,,,4.0,lulus
906518441,IKI20505,A-,IKS21501,IKO21502,,,3.7,lulus
906518441,IKI20700,B+,IKI10400,,,,3.3,lulus
906518246,IKS31951,A,,,,,4.0,lulus
906518201,IKI30202,A-,IKI10200,,,,3.7,lulus
906518183,IKS22403,B-,IKI10103,,,,2.7,hati hati
906518201,IKS31951,B-,,,,,2.7,hati hati
906518372,IKI20700,A-,IKI10400,,,,3.7,lulus
906518340,IKI20700,A,IKI10400,,,,4.0,lulus
906518441,IKS31951,A-,,,,,3.7,lulus
906518265,BJG20630,B-,,,,,2.7,hati hati
906518265,IKS22602,B-,IKS12600,,,,2.7,hati hati
906518366,IKI30202,C,IKI10200,,,,2.0,hati hati
906518366,BJN20635,B-,,,,,2.7,hati hati
906518366,IKS22403,B-,IKI10103,,,,2.7,hati hati
906518372,IKS31951,C,,,,,2.0,hati hati
906518170,IKS31951,B-,,,,,2.7,hati hati
906518214,IKS22403,A,IKI10103,,,,4.0,lulus
906518334,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
906518391,IKS22602,A,IKS12600,,,,4.0,lulus
906518302,BJN20635,C,,,,,2.0,hati hati
906518214,IKS22602,C,IKS12600,,,,2.0,hati hati
906518454,IKI20700,B+,IKI10400,,,,3.3,lulus
906518460,IKS22602,B+,IKS12600,,,,3.3,lulus
906518504,IKI20102,B+,,,,,3.3,lulus
906518460,IKS31951,A-,,,,,3.7,lulus
906563400,IKS31951,B+,,,,,3.3,lulus
906563426,BJG20630,B+,,,,,3.3,lulus
906518473,IKS31951,B+,,,,,3.3,lulus
906563451,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906518486,IKS31951,A-,,,,,3.7,lulus
906518486,IKS22602,C,IKS12600,,,,2.0,hati hati
906518460,IKI20700,C,IKI10400,,,,2.0,hati hati
906518460,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
906563395,IKS41653,B+,,,,,3.3,lulus
906563395,IKS22403,B+,IKI10103,,,,3.3,lulus
906563395,IKS22602,B+,IKS12600,,,,3.3,lulus
906563400,IKS42950,B,,,,,3.0,hati hati
906563426,IKI10400,B-,IKI10200,,,,2.7,hati hati
906563501,IKS22602,A,IKS12600,,,,4.0,lulus
906563432,IKI20700,B-,IKI10400,,,,2.7,hati hati
906563432,IKS22602,B,IKS12600,,,,3.0,hati hati
906563483,IKS42950,B,,,,,3.0,hati hati
906563501,IKI20505,B,IKS21501,IKO21502,,,3.0,hati hati
906518454,IKS22403,A-,IKI10103,,,,3.7,lulus
906518486,IKI20505,A-,IKS21501,IKO21502,,,3.7,lulus
906518473,IKS22403,A,IKI10103,,,,4.0,lulus
906518454,IKS22602,B-,IKS12600,,,,2.7,hati hati
906563413,IKS21501,A-,IKI10200,,,,3.7,lulus
906518504,IKS22403,A,IKI10103,,,,4.0,lulus
906563451,IKI20700,A-,IKI10400,,,,3.7,lulus
906518473,IKI20700,B-,IKI10400,,,,2.7,hati hati
906518473,IKS42950,B-,,,,,2.7,hati hati
906518504,IKI10400,B-,IKI10200,,,,2.7,hati hati
906563400,IKS22602,B-,IKS12600,,,,2.7,hati hati
906563413,IKI10400,B-,IKI10200,,,,2.7,hati hati
906563432,IKS21501,B-,IKI10200,,,,2.7,hati hati
906563451,IKS31951,B-,,,,,2.7,hati hati
906563483,IKS22602,B-,IKS12600,,,,2.7,hati hati
906563400,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
906563432,IKS31951,A,,,,,4.0,lulus
906563426,IKS31951,C,,,,,2.0,hati hati
906563413,IKS12600,C,,,,,2.0,hati hati
906563501,IKS31951,C,,,,,2.0,hati hati
906518454,IKI20505,C,IKS21501,IKO21502,,,2.0,hati hati
906563483,IKS21501,C,IKI10200,,,,2.0,hati hati
906563520,IKS31951,B+,,,,,3.3,lulus
906563514,IKS22602,B,IKS12600,,,,3.0,hati hati
906563533,IKS21501,B+,IKI10200,,,,3.3,lulus
906563520,IKI20700,B+,IKI10400,,,,3.3,lulus
906563590,IKI20102,C,,,,,2.0,hati hati
906563520,IKS42950,A,,,,,4.0,lulus
906563533,IKS22602,D,IKS12600,,,,1.0,tidak lulus
906563615,IKS22403,B+,IKI10103,,,,3.3,lulus
906563552,IKS31951,A,,,,,4.0,lulus
906563621,IKS31951,B+,,,,,3.3,lulus
906563552,IKI20700,A-,IKI10400,,,,3.7,lulus
906563634,IKS12800,B+,,,,,3.3,lulus
906563703,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906563565,IKI10200,C,,,,,2.0,hati hati
906563735,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906563514,IKI20700,B+,IKI10400,,,,3.3,lulus
906563552,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906563546,IKS22602,A,IKS12600,,,,4.0,lulus
906563621,IKI20700,B+,IKI10400,,,,3.3,lulus
906563621,IKS22403,B+,IKI10103,,,,3.3,lulus
906563685,IKS22602,B-,IKS12600,,,,2.7,hati hati
906563703,IKI20700,B+,IKI10400,,,,3.3,lulus
906563716,IKI20505,B+,IKS21501,IKO21502,,,3.3,lulus
906563735,IKI20700,B,IKI10400,,,,3.0,hati hati
906563514,IKI20505,B-,IKS21501,IKO21502,,,2.7,hati hati
906563520,IKI20505,A-,IKS21501,IKO21502,,,3.7,lulus
906563615,IKS31951,A,,,,,4.0,lulus
906563546,IKS31951,C,,,,,2.0,hati hati
906563590,IKI10400,A-,IKI10200,,,,3.7,lulus
906563703,IKS31951,C,,,,,2.0,hati hati
906563634,IKS41653,A-,,,,,3.7,lulus
906563716,IKS22602,A-,IKS12600,,,,3.7,lulus
906563552,IKS22602,B-,IKS12600,,,,2.7,hati hati
