npm,kd_mk,nilai,kode_pras1,kode_pras2,kode_pras3,kode_pras4,nilai_angka,y
906518063,IKI10400,A,IKI10200,,,,4.0,lulus
906518113,IKI20201,A,IKI10200,,,,4.0,lulus
906518044,IKS21501,A,IKI10200,,,,4.0,lulus
906518132,IKI10400,A,IKI10200,,,,4.0,lulus
906493256,IKS12600,B-,,,,,2.7,hati hati
906493294,IKI20102,A-,,,,,3.7,lulus
906518095,IKS21501,A,IKI10200,,,,4.0,lulus
906493281,IKS31650,B-,IKS12800,,,,2.7,hati hati
906518076,IKS21501,A-,IKI10200,,,,3.7,lulus
906493306,IKI20201,B-,IKI10200,,,,2.7,hati hati
906518044,IKI20201,B-,IKI10200,,,,2.7,hati hati
906518063,IKS12600,B-,,,,,2.7,hati hati
906518095,IKI20102,B-,,,,,2.7,hati hati
906493281,IKS21501,C,IKI10200,,,,2.0,hati hati
906493306,IKI10400,C,IKI10200,,,,2.0,hati hati
906518076,IKS12600,C,,,,,2.0,hati hati
906518044,IKS31650,C,IKS12800,,,,2.0,hati hati
906518031,IKS21501,C,IKI10200,,,,2.0,hati hati
906518164,IKS12600,B+,,,,,3.3,lulus
906518170,IKI10400,B+,IKI10200,,,,3.3,lulus
906518214,IKI10400,B+,IKI10200,,,,3.3,lulus
906518183,IKI10400,A-,IKI10200,,,,3.7,lulus
906518246,IKS12600,A,,,,,4.0,lulus
906518170,IKS21501,C,IKI10200,,,,2.0,hati hati
906518183,IKS12600,B,,,,,3.0,hati hati
906518265,IKI20201,B+,IKI10200,,,,3.3,lulus
906518201,IKI20201,A-,IKI10200,,,,3.7,lulus
906518302,IKS21501,B+,IKI10200,,,,3.3,lulus
906518334,IKI20201,B+,IKI10200,,,,3.3,lulus
906518340,IKS21501,B+,IKI10200,,,,3.3,lulus
906518246,IKI10400,B+,IKI10200,,,,3.3,lulus
906518391,IKI20201,B+,IKI10200,,,,3.3,lulus
906518183,IKS21501,A,IKI10200,,,,4.0,lulus
906518201,IKI20102,B+,,,,,3.3,lulus
906518214,IKI20201,C,IKI10200,,,,2.0,hati hati
906518302,IKI20102,A,,,,,4.0,lulus
906518302,IKI20201,A-,IKI10200,,,,3.7,lulus
906518340,IKS31650,B,IKS12800,,,,3.0,hati hati
906518366,IKS21501,A,IKI10200,,,,4.0,lulus
906518372,IKS21501,B+,IKI10200,,,,3.3,lulus
906518366,IKI20201,A,IKI10200,,,,4.0,lulus
906518340,IKI20102,A,,,,,4.0,lulus
906518372,IKS12600,C,,,,,2.0,hati hati
906518246,IKI20102,A-,,,,,3.7,lulus
906518391,IKS21501,A,IKI10200,,,,4.0,lulus
906518302,IKS31650,A-,IKS12800,,,,3.7,lulus
906518334,IKS21501,A-,IKI10200,,,,3.7,lulus
906518201,IKS21501,B-,IKI10200,,,,2.7,hati hati
906518372,IKI20102,A-,,,,,3.7,lulus
906518214,IKS12600,B-,,,,,2.7,hati hati
906518246,IKS21501,C,IKI10200,,,,2.0,hati hati
906518334,IKS31650,B-,IKS12800,,,,2.7,hati hati
906518366,IKI20102,B-,,,,,2.7,hati hati
906518366,IKS31650,B-,IKS12800,,,,2.7,hati hati
906518391,IKI20102,B-,,,,,2.7,hati hati
906518170,IKS12600,A,,,,,4.0,lulus
906518265,IKS31650,A,IKS12800,,,,4.0,lulus
906518340,IKI20201,C,IKI10200,,,,2.0,hati hati
906518164,IKI20201,C,IKI10200,,,,2.0,hati hati
906518334,IKI20102,C,,,,,2.0,hati hati
906518435,IKI20102,C,,,,,2.0,hati hati
906518435,IKI20201,E,IKI10200,,,,0.0,tidak lulus
906518441,IKS12600,B+,,,,,3.3,lulus
906518454,IKS31650,B+,IKS12800,,,,3.3,lulus
906518441,IKS31650,A,IKS12800,,,,4.0,lulus
906518486,IKI10400,B+,IKI10200,,,,3.3,lulus
906518460,IKI10400,C+,IKI10200,,,,2.3,hati hati
906518504,IKI20102,D,,,,,1.0,tidak lulus
906518441,IKI10400,A,IKI10200,,,,4.0,lulus
906563400,IKS31650,B+,IKS12800,,,,3.3,lulus
906518460,IKS31650,B,IKS12800,,,,3.0,hati hati
906563413,IKI20201,B+,IKI10200,,,,3.3,lulus
906518473,IKI20201,A,IKI10200,,,,4.0,lulus
906518435,IKS21501,B+,IKI10200,,,,3.3,lulus
906563395,IKI20201,B+,IKI10200,,,,3.3,lulus
906563432,IKI20102,B+,,,,,3.3,lulus
906518504,IKI10400,C,IKI10200,,,,2.0,hati hati
906563395,IKS21501,B+,IKI10200,,,,3.3,lulus
906563400,IKS12600,A-,,,,,3.7,lulus
906563413,IKI10040,C+,,,,,2.3,hati hati
906563426,IKI20102,B-,,,,,2.7,hati hati
906518504,IKS12600,A,,,,,4.0,lulus
906563432,IKI20201,A,IKI10200,,,,4.0,lulus
906518473,IKS12600,A,,,,,4.0,lulus
906563451,IKI10400,A,IKI10200,,,,4.0,lulus
906563451,IKI20201,B-,IKI10200,,,,2.7,hati hati
906563426,IKS21501,A,IKI10200,,,,4.0,lulus
906518441,IKI20201,B-,IKI10200,,,,2.7,hati hati
906518454,IKS12600,A-,,,,,3.7,lulus
906563400,IKI10400,A,IKI10200,,,,4.0,lulus
906518486,IKI20102,A-,,,,,3.7,lulus
906518454,IKI10400,B-,IKI10200,,,,2.7,hati hati
906563400,IKI20201,A-,IKI10200,,,,3.7,lulus
906518473,IKI10400,B-,IKI10200,,,,2.7,hati hati
906563483,IKI20102,A-,,,,,3.7,lulus
906518486,IKS12600,B-,,,,,2.7,hati hati
906518492,IKI10830,B-,,,,,2.7,hati hati
906563395,IKI20102,B-,,,,,2.7,hati hati
906518460,IKS12600,C,,,,,2.0,hati hati
906518454,IKI20201,C,IKI10200,,,,2.0,hati hati
906518504,IKS21501,C,IKI10200,,,,2.0,hati hati
906563426,IKS31650,C,IKS12800,,,,2.0,hati hati
906518492,IKI10040,C,,,,,2.0,hati hati
906563413,IKI20102,C,,,,,2.0,hati hati
906563483,IKS21501,C+,IKI10200,,,,2.3,hati hati
906563501,IKI20201,B+,IKI10200,,,,3.3,lulus
906563520,IKI10400,B+,IKI10200,,,,3.3,lulus
906563514,IKI20201,A,IKI10200,,,,4.0,lulus
906563514,IKS12600,A-,,,,,3.7,lulus
906563520,IKS21501,B+,IKI10200,,,,3.3,lulus
906563546,IKI20201,B+,IKI10200,,,,3.3,lulus
906563565,IKI20201,B+,IKI10200,,,,3.3,lulus
906563590,IKI20201,B+,IKI10200,,,,3.3,lulus
906563546,IKI10400,B+,IKI10200,,,,3.3,lulus
906563621,IKS12600,B+,,,,,3.3,lulus
906563546,IKS12600,B+,,,,,3.3,lulus
906563685,IKI10040,B+,,,,,3.3,lulus
906563552,IKS12600,B+,,,,,3.3,lulus
906563685,IKS21501,B+,IKI10200,,,,3.3,lulus
906563716,IKI20102,B+,,,,,3.3,lulus
906563565,IKS12600,C,,,,,2.0,hati hati
906563483,IKS12600,C,,,,,2.0,hati hati
906563501,IKS21501,A,IKI10200,,,,4.0,lulus
906563615,IKI20201,B+,IKI10200,,,,3.3,lulus
906563615,IKS12600,B,,,,,3.0,hati hati
906563634,IKI10830,C,,,,,2.0,hati hati
906563685,IKI10830,C,,,,,2.0,hati hati
906563565,IKI10040,A,,,,,4.0,lulus
906563703,IKI20102,A,,,,,4.0,lulus
906563615,IKS31650,A,IKS12800,,,,4.0,lulus
906563533,IKS21501,C,IKI10200,,,,2.0,hati hati
906563533,IKI10830,A-,,,,,3.7,lulus
906563565,FSK10111,A-,,,,,3.7,lulus
906563520,IKS12600,B-,,,,,2.7,hati hati
906563634,IKI20102,A-,,,,,3.7,lulus
906563533,IKI20201,B-,IKI10200,,,,2.7,hati hati
906563552,IKI20102,C,,,,,2.0,hati hati
906563552,IKS21501,B-,IKI10200,,,,2.7,hati hati
906563590,IKI20102,B-,,,,,2.7,hati hati
906563621,IKI20201,B-,IKI10200,,,,2.7,hati hati
906563590,IKS21501,C,IKI10200,,,,2.0,hati hati
906563501,IKI20102,B-,,,,,2.7,hati hati
906563703,IKS21501,A,IKI10200,,,,4.0,lulus
906563520,IKI20102,A,,,,,4.0,lulus
906563552,IKI10400,A,IKI10200,,,,4.0,lulus
906563634,IKI10040,A,,,,,4.0,lulus
906563621,IKI10400,C,IKI10200,,,,2.0,hati hati
906563703,IKS31650,C,IKS12800,,,,2.0,hati hati
906563514,IKI10400,C,IKI10200,,,,2.0,hati hati
906563792,IKI20201,B+,IKI10200,,,,3.3,lulus
906563735,IKS21501,B-,IKI10200,,,,2.7,hati hati
906563735,IKS31650,A,IKS12800,,,,4.0,lulus
906563741,IKI20201,A,IKI10200,,,,4.0,lulus
906563836,IKI10400,B+,IKI10200,,,,3.3,lulus
906563874,IKI10400,B+,IKI10200,,,,3.3,lulus
906563786,IKI10200,C,,,,,2.0,hati hati
906563893,IKS12600,B+,,,,,3.3,lulus
906563760,IKI10400,B+,IKI10200,,,,3.3,lulus
906563804,IKS31650,B+,IKS12800,,,,3.3,lulus
906563792,IKS21501,B,IKI10200,,,,3.0,hati hati
906563716,IKS31650,A,IKS12800,,,,4.0,lulus
906563804,IKS12600,B,,,,,3.0,hati hati
906563810,IKI10400,A,IKI10200,,,,4.0,lulus
906563810,IKS31650,A,IKS12800,,,,4.0,lulus
906563823,IKI20201,B-,IKI10200,,,,2.7,hati hati
906563836,IKI20102,C+,,,,,2.3,hati hati
906563855,IKI20102,A,,,,,4.0,lulus
906563760,IKI20201,A,IKI10200,,,,4.0,lulus
906563842,IKS12600,B+,,,,,3.3,lulus
906563842,IKS21501,B+,IKI10200,,,,3.3,lulus
906563786,IKS12800,A,,,,,4.0,lulus
906563823,IKS12600,A,,,,,4.0,lulus
906563893,IKI10400,A,IKI10200,,,,4.0,lulus
906563893,IKI20102,B,,,,,3.0,hati hati
906563893,IKS21501,B,IKI10200,,,,3.0,hati hati
906563716,IKI20201,A-,IKI10200,,,,3.7,lulus
906563735,IKI20102,A-,,,,,3.7,lulus
906563716,IKS21501,B-,IKI10200,,,,2.7,hati hati
906563786,IKI10040,A-,,,,,3.7,lulus
906563810,IKI20201,A,IKI10200,,,,4.0,lulus
906563735,IKI20201,B-,IKI10200,,,,2.7,hati hati
906563741,IKI20102,C,,,,,2.0,hati hati
906563874,IKI20201,A-,IKI10200,,,,3.7,lulus
906563741,IKS21501,B-,IKI10200,,,,2.7,hati hati
906563792,IKI20102,B-,,,,,2.7,hati hati
906563823,IKI10040,B-,,,,,2.7,hati hati
906563810,IKS12600,C,,,,,2.0,hati hati
906563804,IKI20201,C,IKI10200,,,,2.0,hati hati
906563842,IKI10400,C,IKI10200,,,,2.0,hati hati
906563855,IKI20201,C,IKI10200,,,,2.0,hati hati
906563760,IKS12600,C,,,,,2.0,hati hati
906563930,IKI10400,B+,IKI10200,,,,3.3,lulus
906563911,IKS12600,C,,,,,2.0,hati hati
906563962,FSK10111,B+,,,,,3.3,lulus
906563975,IKI20201,B+,IKI10200,,,,3.3,lulus
906563930,IKI20102,B,,,,,3.0,hati hati
906563981,IKI20102,B+,,,,,3.3,lulus
906563994,IKS12600,B+,,,,,3.3,lulus
906563943,IKI10040,B+,,,,,3.3,lulus
906563930,IKS21501,A,IKI10200,,,,4.0,lulus
906563943,IKS12600,B,,,,,3.0,hati hati
906640500,IKI20201,B+,IKI10200,,,,3.3,lulus
906563956,IKI20201,B-,IKI10200,,,,2.7,hati hati
906564006,IKS12600,C,,,,,2.0,hati hati
906563905,IKI20201,B+,IKI10200,,,,3.3,lulus
906563962,IKS21501,C+,IKI10200,,,,2.3,hati hati
906640513,IKI20102,B+,,,,,3.3,lulus
906640526,IKS21501,A,IKI10200,,,,4.0,lulus
906563981,IKS12600,B+,,,,,3.3,lulus
906563994,IKI20102,C,,,,,2.0,hati hati
906640495,IKS12600,C,,,,,2.0,hati hati
906640500,IKS12600,B,,,,,3.0,hati hati
906563962,IKI10400,A,IKI10200,,,,4.0,lulus
906640526,IKI20201,B,IKI10200,,,,3.0,hati hati
906563905,IKS21501,D,IKI10200,,,,1.0,tidak lulus
906563956,IKI20102,C,,,,,2.0,hati hati
906563975,IKS12600,A,,,,,4.0,lulus
906563911,IKI10400,B-,IKI10200,,,,2.7,hati hati
906563975,IKI10400,A-,IKI10200,,,,3.7,lulus
906564006,IKI10400,A-,IKI10200,,,,3.7,lulus
906640495,IKI10040,A-,,,,,3.7,lulus
906563930,IKS12600,B-,,,,,2.7,hati hati
906640526,IKI20102,A-,,,,,3.7,lulus
906563956,IKS21501,B-,IKI10200,,,,2.7,hati hati
906563981,IKS21501,B-,IKI10200,,,,2.7,hati hati
906563994,IKI10830,C,,,,,2.0,hati hati
906640495,IKI10830,B-,,,,,2.7,hati hati
906640513,IKS21501,B-,IKI10200,,,,2.7,hati hati
906640500,IKI10400,A,IKI10200,,,,4.0,lulus
906563911,IKI20201,A,IKI10200,,,,4.0,lulus
906564006,IKI20102,A,,,,,4.0,lulus
906640513,IKS12600,C,,,,,2.0,hati hati
906640532,IKI10400,C,IKI10200,,,,2.0,hati hati
906563905,IKI20102,C,,,,,2.0,hati hati
906563962,IKI20102,C,,,,,2.0,hati hati
906640532,IKS12600,B+,,,,,3.3,lulus
906640532,IKS31650,A-,IKS12800,,,,3.7,lulus
1006666236,IKI10100,A,,,,,4.0,lulus
906640570,IKI10040,B+,,,,,3.3,lulus
906640545,IKI20201,C+,IKI10200,,,,2.3,hati hati
906640545,IKS12600,B+,,,,,3.3,lulus
906643811,IKI20201,B+,IKI10200,,,,3.3,lulus
906640564,IKI20201,A,IKI10200,,,,4.0,lulus
906640570,IKI20102,D,,,,,1.0,tidak lulus
1006666261,MAT10113,B+,,,,,3.3,lulus
906643811,IKS12600,A-,,,,,3.7,lulus
1006666311,MAT10113,B+,,,,,3.3,lulus
906640570,IKS21501,A,IKI10200,,,,4.0,lulus
1006666305,IKI10200,D,,,,,1.0,tidak lulus
1006666236,MAT10113,A-,,,,,3.7,lulus
906640564,IKI20102,B+,,,,,3.3,lulus
1006666242,IKI10100,A,,,,,4.0,lulus
1006666242,IKI10200,A,,,,,4.0,lulus
1006666305,FSK10111,B+,,,,,3.3,lulus
1006666343,FSK10111,B+,,,,,3.3,lulus
1006666280,MAT10113,E,,,,,0.0,tidak lulus
1006666280,UUI11001,A-,,,,,3.7,lulus
1006666311,IKI10100,B+,,,,,3.3,lulus
1006666293,IKI10200,A,,,,,4.0,lulus
1006666324,UUI11001,A,,,,,4.0,lulus
1006666330,IKI10200,E,,,,,0.0,tidak lulus
1006666343,IKI10100,B,,,,,3.0,hati hati
1006666330,MAT10113,A,,,,,4.0,lulus
1006666280,FSK10111,A,,,,,4.0,lulus
906640532,IKI20201,B-,IKI10200,,,,2.7,hati hati
1006666324,IKI10100,A,,,,,4.0,lulus
1006666261,FSK10111,A-,,,,,3.7,lulus
1006666242,UUI11001,C,,,,,2.0,hati hati
906640570,IKI20201,B-,IKI10200,,,,2.7,hati hati
1006666236,UUI11001,B-,,,,,2.7,hati hati
1006666261,IKI10200,B-,,,,,2.7,hati hati
1006666293,UUI11001,B-,,,,,2.7,hati hati
1006666305,MAT10113,B-,,,,,2.7,hati hati
1006666324,IKI10200,C,,,,,2.0,hati hati
906643811,IKI10400,C,IKI10200,,,,2.0,hati hati
906640564,IKS21501,C,IKI10200,,,,2.0,hati hati
1006666311,FSK10111,C,,,,,2.0,hati hati
1006666280,IKI10100,C,,,,,2.0,hati hati
1006666343,UUI11001,B+,,,,,3.3,lulus
1006666356,UUI11001,A,,,,,4.0,lulus
1006666375,IKI10100,B+,,,,,3.3,lulus
1006666381,UUI11001,B+,,,,,3.3,lulus
1006666362,IKI10200,A,,,,,4.0,lulus
1006666394,MAT10113,B+,,,,,3.3,lulus
1006666412,IKI10100,B+,,,,,3.3,lulus
1006666381,IKI10100,C,,,,,2.0,hati hati
1006666381,IKI10200,B,,,,,3.0,hati hati
1006685576,IKI10200,B+,,,,,3.3,lulus
1006685595,UUI11001,B+,,,,,3.3,lulus
1006685626,IKI10200,B+,,,,,3.3,lulus
1006666412,IKI10200,A-,,,,,3.7,lulus
1006685595,FSK10111,B+,,,,,3.3,lulus
1006666425,IKI10200,A,,,,,4.0,lulus
1006685563,UUI11001,A-,,,,,3.7,lulus
1006666406,MAT10113,A,,,,,4.0,lulus
1006685582,IKI10200,A,,,,,4.0,lulus
1006685582,MAT10113,B,,,,,3.0,hati hati
1006685613,IKI10100,B,,,,,3.0,hati hati
1006685626,MAT10113,B+,,,,,3.3,lulus
1006666425,FSK10111,A,,,,,4.0,lulus
1006666362,FSK10111,A-,,,,,3.7,lulus
1006685576,UUI11001,A,,,,,4.0,lulus
1006666394,FSK10111,A-,,,,,3.7,lulus
1006666406,FSK10111,A-,,,,,3.7,lulus
1006666356,IKI10200,B-,,,,,2.7,hati hati
1006685563,FSK10111,A-,,,,,3.7,lulus
1006685595,IKI10100,A,,,,,4.0,lulus
1006685626,FSK10111,A-,,,,,3.7,lulus
1006666406,IKI10100,B-,,,,,2.7,hati hati
1006666412,UUI11001,B-,,,,,2.7,hati hati
1006666425,MAT10113,B-,,,,,2.7,hati hati
1006685576,IKI10100,B-,,,,,2.7,hati hati
1006685595,MAT10113,B-,,,,,2.7,hati hati
1006685613,IKI10200,B-,,,,,2.7,hati hati
1006666375,UUI11001,A,,,,,4.0,lulus
1006666356,IKI10100,C,,,,,2.0,hati hati
1006666362,MAT10113,C,,,,,2.0,hati hati
1006685563,MAT10113,C,,,,,2.0,hati hati
1006666406,UUI11001,C,,,,,2.0,hati hati
1006685651,IKI10100,C,,,,,2.0,hati hati
1006685613,UUI11001,C,,,,,2.0,hati hati
1006685670,UUI11001,B+,,,,,3.3,lulus
1006685651,MAT10113,B-,,,,,2.7,hati hati
1006685815,IKI10200,C,,,,,2.0,hati hati
1006685670,IKI10100,B+,,,,,3.3,lulus
1006685746,MAT10113,B+,,,,,3.3,lulus
1006685752,IKI10200,B+,,,,,3.3,lulus
1006685701,IKI10200,C,,,,,2.0,hati hati
1006685696,MAT10113,B-,,,,,2.7,hati hati
1006685696,UUI11001,A-,,,,,3.7,lulus
1006685821,IKI10100,B+,,,,,3.3,lulus
1006685834,UUI11001,B+,,,,,3.3,lulus
1006685840,MAT10113,B+,,,,,3.3,lulus
1006685714,IKI10200,B-,,,,,2.7,hati hati
1006685714,FSK10111,B+,,,,,3.3,lulus
1006685790,FSK10111,B+,,,,,3.3,lulus
1006685746,UUI11001,A,,,,,4.0,lulus
1006685752,UUI11001,B+,,,,,3.3,lulus
1006685701,IKI10100,A,,,,,4.0,lulus
1006685790,IKI10100,B+,,,,,3.3,lulus
1006685802,IKI10100,B+,,,,,3.3,lulus
1006685815,MAT10113,C+,,,,,2.3,hati hati
1006685670,IKI10200,A,,,,,4.0,lulus
1006685790,UUI11001,A,,,,,4.0,lulus
1006685765,IKI10200,A,,,,,4.0,lulus
1006685834,IKI10100,A,,,,,4.0,lulus
1006685834,IKI10200,A,,,,,4.0,lulus
1006685683,FSK10111,A-,,,,,3.7,lulus
1006685651,UUI11001,B-,,,,,2.7,hati hati
1006685746,FSK10111,A-,,,,,3.7,lulus
1006685821,MAT10113,A,,,,,4.0,lulus
1006685683,IKI10200,B-,,,,,2.7,hati hati
1006685815,FSK10111,A-,,,,,3.7,lulus
1006685765,MAT10113,C,,,,,2.0,hati hati
1006685696,IKI10100,B-,,,,,2.7,hati hati
1006685701,UUI11001,B-,,,,,2.7,hati hati
1006685790,MAT10113,B-,,,,,2.7,hati hati
1006685802,IKI10200,B-,,,,,2.7,hati hati
1006685840,FSK10111,A,,,,,4.0,lulus
1006685714,MAT10113,A,,,,,4.0,lulus
1006685696,FSK10111,C,,,,,2.0,hati hati
1006685752,IKI10100,C,,,,,2.0,hati hati
1006685746,IKI10100,D,,,,,1.0,tidak lulus
1006685872,IKI10100,B+,,,,,3.3,lulus
1006685853,UUI11001,B+,,,,,3.3,lulus
1006685916,MAT10113,B+,,,,,3.3,lulus
1006685872,IKI10200,A-,,,,,3.7,lulus
1006685935,IKI10200,B+,,,,,3.3,lulus
1006685891,IKI10200,A-,,,,,3.7,lulus
1006685960,UUI11001,B+,,,,,3.3,lulus
1006686023,IKI10200,B+,,,,,3.3,lulus
1006685916,UUI11001,A,,,,,4.0,lulus
1006686042,IKI10100,B+,,,,,3.3,lulus
1006686055,UUI11001,B+,,,,,3.3,lulus
1006685916,IKI10100,A,,,,,4.0,lulus
1006685853,MAT10113,C,,,,,2.0,hati hati
1006685941,IKI10200,A-,,,,,3.7,lulus
1006685941,MAT10113,D,,,,,1.0,tidak lulus
1006685935,UUI11001,C,,,,,2.0,hati hati
1006686143,FSK10111,B+,,,,,3.3,lulus
1006685973,UUI11001,A-,,,,,3.7,lulus
1006686023,MAT10113,C,,,,,2.0,hati hati
1006686061,MAT10113,A,,,,,4.0,lulus
1006686042,MAT10113,B-,,,,,2.7,hati hati
1006686124,MAT10113,A-,,,,,3.7,lulus
1006686124,UUI11001,A,,,,,4.0,lulus
1006686130,IKI10200,A,,,,,4.0,lulus
1006685960,FSK10111,A,,,,,4.0,lulus
1006685853,FSK10111,A-,,,,,3.7,lulus
1006685853,IKI10100,B-,,,,,2.7,hati hati
1006685916,FSK10111,A-,,,,,3.7,lulus
1006686055,IKI10100,A,,,,,4.0,lulus
1006686130,IKI10100,C,,,,,2.0,hati hati
1006686023,FSK10111,A-,,,,,3.7,lulus
1006686143,IKI10200,A,,,,,4.0,lulus
1006686061,FSK10111,A-,,,,,3.7,lulus
1006686124,FSK10111,A-,,,,,3.7,lulus
1006685891,MAT10113,B-,,,,,2.7,hati hati
1006685935,IKI10100,B-,,,,,2.7,hati hati
1006685960,MAT10113,B-,,,,,2.7,hati hati
1006685960,IKI10100,C,,,,,2.0,hati hati
1006685891,FSK10111,C,,,,,2.0,hati hati
1006686061,IKI10200,B-,,,,,2.7,hati hati
1006686124,IKI10100,B-,,,,,2.7,hati hati
1006685872,UUI11001,A,,,,,4.0,lulus
1006685973,IKI10200,A,,,,,4.0,lulus
1006686055,IKI10200,C,,,,,2.0,hati hati
1006686206,IKI10200,B+,,,,,3.3,lulus
1006686181,IKI10100,C,,,,,2.0,hati hati
1006686263,IKI10200,B+,,,,,3.3,lulus
1006732061,MAT10113,C,,,,,2.0,hati hati
1006686206,UUI11001,A,,,,,4.0,lulus
1006686181,UUI11001,A,,,,,4.0,lulus
1006686326,MAT10113,B+,,,,,3.3,lulus
1006686212,MAT10113,C,,,,,2.0,hati hati
1006760651,IKI10100,B+,,,,,3.3,lulus
1006686225,IKI10100,C+,,,,,2.3,hati hati
1006760683,MAT10113,B+,,,,,3.3,lulus
1006686250,IKI10100,D,,,,,1.0,tidak lulus
1006686225,FSK10111,B+,,,,,3.3,lulus
1006686250,UUI11001,A-,,,,,3.7,lulus
1006760664,FSK10111,B+,,,,,3.3,lulus
1006686263,MAT10113,B,,,,,3.0,hati hati
1006686282,UUI11001,A,,,,,4.0,lulus
1006686282,IKI10100,B,,,,,3.0,hati hati
1006686282,IKI10200,B+,,,,,3.3,lulus
1006732061,UUI11001,A,,,,,4.0,lulus
1006760651,IKI10200,C,,,,,2.0,hati hati
1006760701,IKI10200,A,,,,,4.0,lulus
1006760664,IKI10200,A,,,,,4.0,lulus
1006760683,UUI11001,A,,,,,4.0,lulus
1006686263,FSK10111,A,,,,,4.0,lulus
1006760683,FSK10111,A,,,,,4.0,lulus
1006760701,UUI11001,A-,,,,,3.7,lulus
1006686225,MAT10113,A,,,,,4.0,lulus
1006686181,FSK10111,A-,,,,,3.7,lulus
1006732061,IKI10100,A,,,,,4.0,lulus
1006686225,UUI11001,C,,,,,2.0,hati hati
1006732061,FSK10111,A-,,,,,3.7,lulus
1006686206,IKI10100,B-,,,,,2.7,hati hati
1006686212,IKI10200,C,,,,,2.0,hati hati
1006686250,IKI10200,B-,,,,,2.7,hati hati
1006686276,UUI11001,B-,,,,,2.7,hati hati
1006686326,IKI10200,B-,,,,,2.7,hati hati
1006686276,MAT10113,C,,,,,2.0,hati hati
1006760683,IKI10100,C,,,,,2.0,hati hati
1006686143,MAT10113,C,,,,,2.0,hati hati
1006686326,FSK10111,C,,,,,2.0,hati hati
1006760733,UUI11001,B+,,,,,3.3,lulus
1006760720,IKI10200,T,,,,,,
1006760752,IKI10200,B+,,,,,3.3,lulus
1006760733,IKI10100,T,,,,,,
1006760765,IKI10100,B+,,,,,3.3,lulus
1006760771,UUI11001,B+,,,,,3.3,lulus
1006760746,UUI11001,A,,,,,4.0,lulus
1006760821,IKI10100,B+,,,,,3.3,lulus
1006760784,MAT10113,C,,,,,2.0,hati hati
1006760746,IKI10100,A,,,,,4.0,lulus
1006760885,IKI10200,B+,,,,,3.3,lulus
1006760765,MAT10113,E,,,,,0.0,tidak lulus
1006775666,UUI11001,B+,,,,,3.3,lulus
1006760771,IKI10200,A-,,,,,3.7,lulus
1006760840,FSK10111,B+,,,,,3.3,lulus
1006775666,FSK10111,B+,,,,,3.3,lulus
1006760790,MAT10113,C+,,,,,2.3,hati hati
1006760821,IKI10200,B-,,,,,2.7,hati hati
1006760853,IKI10100,B,,,,,3.0,hati hati
1006760885,UUI11001,A-,,,,,3.7,lulus
1006760752,MAT10113,A,,,,,4.0,lulus
1006775640,IKI10200,C+,,,,,2.3,hati hati
1006775640,MAT10113,C,,,,,2.0,hati hati
1006775666,IKI10100,B+,,,,,3.3,lulus
1006775672,IKI10100,B+,,,,,3.3,lulus
1006760853,MAT10113,A,,,,,4.0,lulus
1006760733,MAT10113,B-,,,,,2.7,hati hati
1006760752,FSK10111,A-,,,,,3.7,lulus
1006760790,UUI11001,A,,,,,4.0,lulus
1006760784,FSK10111,A-,,,,,3.7,lulus
1006760790,FSK10111,A-,,,,,3.7,lulus
1006760853,FSK10111,A-,,,,,3.7,lulus
1006760765,UUI11001,B-,,,,,2.7,hati hati
1006760771,IKI10100,C,,,,,2.0,hati hati
1006760790,IKI10100,B-,,,,,2.7,hati hati
1006760840,MAT10113,B-,,,,,2.7,hati hati
1006760885,IKI10100,B-,,,,,2.7,hati hati
1006760733,FSK10111,C,,,,,2.0,hati hati
1006775672,MAT10113,A,,,,,4.0,lulus
1006760784,IKI10200,A,,,,,4.0,lulus
1006760840,IKI10200,C,,,,,2.0,hati hati
1006760853,UUI11001,C,,,,,2.0,hati hati
1006760746,IKI10200,C,,,,,2.0,hati hati
1006775666,MAT10113,C,,,,,2.0,hati hati
1006775672,UUI12020,B+,,,,,3.3,lulus
1006775672,UUI12030,TK,,,,,,
1006775685,IKI10200,A,,,,,4.0,lulus
806386695,IKI10400,C,IKI10200,,,,2.0,hati hati
1006775685,UUI11001,B,,,,,3.0,hati hati
1006775716,UUI11001,B+,,,,,3.3,lulus
1006775691,IKI10200,B,,,,,3.0,hati hati
1006775691,MAT10113,B-,,,,,2.7,hati hati
806386543,IKI40903,B+,,,,,3.3,lulus
806386663,IKS31604,B+,IKS22602,,,,3.3,lulus
1006775722,UUI11001,A-,,,,,3.7,lulus
1006775735,FSK10111,C,,,,,2.0,hati hati
806386700,IKS32758,B+,IKS31504,IKS12800,,,3.3,lulus
806386455,IKS41851,B+,IKS31504,IKI20700,IKS12800,,3.3,lulus
806386562,IKS41851,B+,IKS31504,IKI20700,IKS12800,,3.3,lulus
806386505,IKS31504,B-,IKI20505,,,,2.7,hati hati
806386511,IKS31605,C,IKS22602,,,,2.0,hati hati
806386556,IKS31605,C,IKS22602,,,,2.0,hati hati
806386695,IKS31605,A,IKS22602,,,,4.0,lulus
806386562,IKS22403,T,IKI10103,,,,,
806386663,IKI10400,C,IKI10200,,,,2.0,hati hati
1006775735,MAT10113,A,,,,,4.0,lulus
806386562,IKS31604,A,IKS22602,,,,4.0,lulus
